step,time_s,dt_s,topology,topology_status,roi_definition,roi_cell_count,E_peak_V_m,eta_peak,ne_peak_m3,nu_i_at_E_peak_s_1,tau_i_at_E_peak_s,sigma_e_peak_S_m,tau_M_at_E_peak_s,Pi_RF_at_E_peak,K_ion_z_A_m_s,K_ion_abs_A_m_s,current_moment_z_A_m,dMdt_native_A_m_s
383,3.8299999999999867e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.52178489,8.491367697253683,2916697681640930.0,165445962703.66074,6.0442695830006704e-12,1.5619767818689218e-05,5.668578378102312e-07,93784.34069262927,0.0322500182959998,0.0322500182959998,-2.2477441075810882e-13,-0.06726537410068545
384,3.8399999999999867e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.514673065,8.491367694552755,2917016449738681.0,165445962614.3026,6.044269586265208e-12,1.5621474915411337e-05,5.667958922409381e-07,93774.09199763453,0.032252947815805,0.032252947815805,-2.2484167975794938e-13,-0.06727262442220194
385,3.8499999999999866e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.50756101,8.491367691851739,2917335097798255.5,165445962524.94168,6.044269589529849e-12,1.562318136929408e-05,5.667339835279701e-07,93763.84940037946,0.0322558761064204,0.0322558761064204,-2.2490895600695322e-13,-0.06727987242659594
386,3.8599999999999866e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.500448767,8.491367689150655,2917653625795154.5,165445962435.57852,6.0442695927945705e-12,1.5624887180206254e-05,5.666721116563685e-07,93753.6128983895,0.0322588031676096,0.0322588031676096,-2.2497623950280257e-13,-0.06728711811219057
387,3.8699999999999865e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.493336324,8.491367686449493,2917972033704889.0,165445962346.21268,6.044269596059391e-12,1.562659234801671e-05,5.666102766111867e-07,93743.38248919154,0.0322617289991362,0.0322617289991362,-2.2504353024317762e-13,-0.06729436147723789
388,3.8799999999999865e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.486223634,8.491367683748237,2918290321502978.0,165445962256.84387,6.044269599324319e-12,1.5628296872594348e-05,5.665484783774892e-07,93733.1581703144,0.0322646536007638,0.0322646536007638,-2.2511082822575706e-13,-0.06730160252023154
389,3.889999999999987e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.47911071,8.491367681046892,2918608489164949.0,165445962167.47205,6.044269602589357e-12,1.5630000753808113e-05,5.66486716940353e-07,93722.93993928909,0.0322675769722562,0.0322675769722562,-2.2517813344821805e-13,-0.0673088412396936
390,3.899999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.47199755,8.491367678345458,2918926536666338.5,165445962078.09726,6.044269605854504e-12,1.563170399152699e-05,5.66424992284867e-07,93712.72779364864,0.0322704991133773,0.0322704991133773,-2.2524544590823642e-13,-0.06731607763396141
391,3.909999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.464884184,8.491367675643945,2919244463982691.5,165445961988.7199,6.044269609119743e-12,1.5633406585620018e-05,5.663633043961318e-07,93702.52173092819,0.0322734200238911,0.0322734200238911,-2.2531276560348602e-13,-0.06732331170168493
392,3.919999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.457770657,8.491367672942369,2919562271089561.0,165445961899.3405,6.044269612385058e-12,1.5635108535956273e-05,5.663016532592597e-07,93692.32174866502,0.0322763397035619,0.0322763397035619,-2.253800925316398e-13,-0.0673305434410878
393,3.929999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.45065682,8.491367670240678,2919879957962509.0,165445961809.95718,6.044269615650517e-12,1.563680984240489e-05,5.662400388593749e-07,93682.12784439682,0.0322792581521532,0.0322792581521532,-2.2544742669036819e-13,-0.06733777285073472
394,3.9399999999999857e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.44354281,8.491367667538922,2920197524577107.0,165445961720.5717,6.044269618916055e-12,1.5638510504835035e-05,5.661784611816137e-07,93671.94001566544,0.0322821753694298,0.0322821753694298,-2.2551476807734125e-13,-0.0673449999290483
395,3.9499999999999857e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.43642857,8.491367664837075,2920514970908932.5,165445961631.1833,6.044269622181698e-12,1.5640210523115927e-05,5.661169202111241e-07,93661.75826001327,0.0322850913551558,0.0322850913551558,-2.255821166902263e-13,-0.06735222467447954
396,3.959999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.429314155,8.491367662135167,2920832296933573.0,165445961541.79282,6.044269625447418e-12,1.564190989711683e-05,5.660554159330656e-07,93651.58257498547,0.0322880061090958,0.0322880061090958,-2.2564947252669019e-13,-0.06735944708547947
397,3.969999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.422199503,8.491367659433166,2921149502626626.0,165445961452.3993,6.0442696287132496e-12,1.5643608626707063e-05,5.659939483326095e-07,93641.41295812816,0.0322909196310139,0.0322909196310139,-2.257168355843973e-13,-0.06736666716032857
398,3.979999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.415084608,8.491367656731073,2921466587963695.0,165445961363.00284,6.044269631979187e-12,1.564530671175597e-05,5.659325173949398e-07,93631.24940699011,0.0322938319206748,0.0322938319206748,-2.2578420586101085e-13,-0.06737388489756313
399,3.989999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.407969512,8.491367654028902,2921783552920393.0,165445961273.6037,6.044269635245224e-12,1.5647004152132954e-05,5.658711231052512e-07,93621.091919122,0.0322967429778432,0.0322967429778432,-2.258515833541924e-13,-0.06738110029583311
400,3.999999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.400854208,8.491367651326655,2922100397472343.5,165445961184.2019,6.044269638511357e-12,1.5648700947707466e-05,5.658097654487504e-07,93610.94049207635,0.0322996528022838,0.0322996528022838,-2.259189680616025e-13,-0.06738831335360373
401,4.009999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.393738735,8.491367648624344,2922417121595175.5,165445961094.7981,6.044269641777563e-12,1.5650397098348996e-05,5.657484444106567e-07,93600.79512340804,0.0323025613937615,0.0323025613937615,-2.2598635998089962e-13,-0.06739552406891391
402,4.019999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.386622973,8.49136764592192,2922733725264528.5,165445961005.39062,6.044269645043904e-12,1.5652092603927095e-05,5.656871599761998e-07,93590.65581067251,0.0323054687520409,0.0323054687520409,-2.2605375910974034e-13,-0.06740273244045625
403,4.029999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.37950708,8.491367643219446,2923050208456050.0,165445960915.98148,6.044269648310306e-12,1.5653787464311336e-05,5.656259121306224e-07,93580.52255142931,0.0323083748768874,0.0323083748768874,-2.2612116544578054e-13,-0.06740993846689491
404,4.039999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.372390933,8.491367640516879,2923366571145396.5,165445960826.56915,6.044269651576825e-12,1.5655481679371358e-05,5.655647008591778e-07,93570.39534323783,0.0323112797680656,0.0323112797680656,-2.261885789866741e-13,-0.06741714214639671
405,4.049999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.365274586,8.491367637814234,2923682813308232.5,165445960737.15433,6.0442696548434335e-12,1.5657175248976832e-05,5.655035261471322e-07,93560.27418366073,0.032314183425341,0.032314183425341,-2.2625599973007333e-13,-0.06742434347754056
406,4.0599999999999857e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.358158056,8.49136763511152,2923998934920231.5,165445960647.7372,6.044269658110127e-12,1.565886817299749e-05,5.654423879797624e-07,93550.15907026232,0.0323170858484787,0.0323170858484787,-2.263234276736292e-13,-0.06743154245870642
407,4.069999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.351041257,8.491367632408702,2924314935957075.5,165445960558.31668,6.044269661376944e-12,1.56605604513031e-05,5.653812863423577e-07,93540.05000060808,0.0323199870372438,0.0323199870372438,-2.2639086281499072e-13,-0.06743873908840214
408,4.079999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.343924303,8.491367629705827,2924630816394455.0,165445960468.89423,6.044269664643832e-12,1.5662252083763474e-05,5.653202212202188e-07,93529.94697226684,0.0323228869914021,0.0323228869914021,-2.2645830515180602e-13,-0.0674459333651356
409,4.089999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.33680712,8.491367627002864,2924946576208069.0,165445960379.46884,6.044269667910827e-12,1.5663943070248476e-05,5.652591925986583e-07,93519.84998280815,0.0323257857107187,0.0323257857107187,-2.2652575468172099e-13,-0.06745312528725833
410,4.099999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.32968971,8.491367624299818,2925262215373626.5,165445960290.04074,6.044269671177922e-12,1.566563341062802e-05,5.651982004629997e-07,93509.75902980394,0.0323286831949594,0.0323286831949594,-2.265932114023805e-13,-0.06746031485360504
411,4.109999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.322572168,8.491367621596718,2925577733866842.5,165445960200.6109,6.044269674445079e-12,1.5667323104772048e-05,5.651372447985795e-07,93499.67411082867,0.0323315794438899,0.0323315794438899,-2.266606753114282e-13,-0.06746750206221463
412,4.119999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.31545441,8.491367618893538,2925893131663443.0,165445960111.17838,6.044269677712335e-12,1.566901215255057e-05,5.650763255907446e-07,93489.59522345758,0.0323344744572759,0.0323344744572759,-2.2672814640650495e-13,-0.06747468691139602
413,4.129999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.308336407,8.491367616190262,2926208408739161.0,165445960021.7427,6.044269680979706e-12,1.5670700553833633e-05,5.650154428248544e-07,93479.5223652681,0.0323373682348829,0.0323373682348829,-2.2679562468525101e-13,-0.0674818694001118
414,4.139999999999986e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.30121821,8.491367613486918,2926523565069740.5,165445959932.30478,6.0442696842471606e-12,1.567238830849133e-05,5.649545964862793e-07,93469.45553384036,0.0323402607764771,0.0323402607764771,-2.268631101453052e-13,-0.06748904952652879
415,4.1499999999999853e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.29409984,8.491367610783504,2926838600630931.0,165445959842.86444,6.044269687514701e-12,1.56740754163938e-05,5.648937865604019e-07,93459.39472675587,0.0323431520818245,0.0323431520818245,-2.269306027843041e-13,-0.06749622728933957
416,4.1599999999999853e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.286981285,8.491367608080019,2927153515398492.5,165445959753.42184,6.044269690782325e-12,1.5675761877411218e-05,5.648330130326165e-07,93449.33994159824,0.0323460421506911,0.0323460421506911,-2.2699810259988385e-13,-0.06750340268700938
417,4.1699999999999853e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.27986251,8.491367605376453,2927468309348193.0,165445959663.97647,6.04426969405005e-12,1.5677447691413827e-05,5.64772275888328e-07,93439.29117595252,0.0323489309828431,0.0323489309828431,-2.270656095896781e-13,-0.06751057571764818
418,4.179999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.27274353,8.49136760267281,2927782982455810.0,165445959574.52863,6.0442696973178655e-12,1.567913285827191e-05,5.647115751129539e-07,93429.24842740616,0.0323518185780466,0.0323518185780466,-2.2713312375131914e-13,-0.06751774637983488
419,4.189999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.26562436,8.491367599969092,2928097534697129.0,165445959485.0783,6.044269700585773e-12,1.568081737785578e-05,5.646509106919232e-07,93419.21169354848,0.032354704936068,0.032354704936068,-2.2720064508243777e-13,-0.06752491467237576
420,4.199999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.258505028,8.491367597265313,2928411966047944.0,165445959395.626,6.04426970385375e-12,1.568250125003582e-05,5.64590282610676e-07,93409.18097197088,0.0323575900566739,0.0323575900566739,-2.272681735806639e-13,-0.06753208059355131
421,4.209999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.251385447,8.49136759456144,2928726276484058.5,165445959306.17053,6.044269707121845e-12,1.568418447468244e-05,5.645296908546642e-07,93399.15626026578,0.0323604739396304,0.0323604739396304,-2.273357092436249e-13,-0.06753924414181256
422,4.219999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.244265694,8.491367591857504,2929040465981283.5,165445959216.71295,6.0442697103900164e-12,1.5685867051666104e-05,5.644691354093517e-07,93389.13755602879,0.0323633565847045,0.0323633565847045,-2.274032520689475e-13,-0.06754640531558209
423,4.229999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.237145755,8.491367589153494,2929354534515440.0,165445959127.253,6.044269713658274e-12,1.568754898085733e-05,5.64408616260213e-07,93379.12485685662,0.0323662379916626,0.0323662379916626,-2.2747080205425604e-13,-0.06755356411329672
424,4.239999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.230025616,8.491367586449408,2929668482062356.5,165445959037.7904,6.044269716926629e-12,1.5689230262126656e-05,5.643481333927358e-07,93369.11816034804,0.0323691181602714,0.0323691181602714,-2.275383591971741e-13,-0.06756072053381956
425,4.249999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.22290531,8.49136758374526,2929982308597870.5,165445958948.32593,6.044269720195052e-12,1.569091089534471e-05,5.642876867924171e-07,93359.11746410401,0.0323719970902981,0.0323719970902981,-2.276059234953237e-13,-0.06756787457534585
426,4.2599999999999854e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.215784825,8.491367581041043,2930296014097828.5,165445958858.85907,6.0442697234635616e-12,1.5692590880382124e-05,5.642272764447675e-07,93349.12276572708,0.0323748747815093,0.0323748747815093,-2.276734949463248e-13,-0.06757502623609923
427,4.2699999999999853e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.208664097,8.491367578336735,2930609598538085.0,165445958769.38925,6.04426972673218e-12,1.569427021710961e-05,5.641669023353075e-07,93339.13406282131,0.032377751233672,0.032377751233672,-2.277410735477959e-13,-0.06758217551495704
428,4.2799999999999853e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.201543204,8.491367575632363,2930923061894505.0,165445958679.91724,6.044269730000879e-12,1.5695948905397896e-05,5.641065644495704e-07,93329.1513529937,0.0323806264465534,0.0323806264465534,-2.278086592973547e-13,-0.06758932241044135
429,4.2899999999999853e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.19442214,8.491367572927926,2931236404142960.5,165445958590.44318,6.044269733269653e-12,1.569762694511778e-05,5.640462627731002e-07,93319.17463385256,0.0323835004199207,0.0323835004199207,-2.278762521926168e-13,-0.06759646692074739
430,4.299999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.187300883,8.491367570223419,2931549625259332.0,165445958500.96664,6.044269736538516e-12,1.569930433614009e-05,5.63985997291453e-07,93309.20390300802,0.032386373153541,0.032386373153541,-2.279438522311962e-13,-0.06760360904434037
431,4.309999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.180179425,8.491367567518832,2931862725219509.0,165445958411.4876,6.044269739807472e-12,1.570098107833572e-05,5.639257679901957e-07,93299.2391580721,0.0323892446471818,0.0323892446471818,-2.2801145941070547e-13,-0.06761074878004081
432,4.319999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.173057824,8.491367564814192,2932175703999392.0,165445958322.0068,6.044269743076491e-12,1.5702657171575594e-05,5.63865574854907e-07,93289.28039665936,0.0323921149006106,0.0323921149006106,-2.280790737287563e-13,-0.06761788612621444
433,4.329999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.16593603,8.491367562109478,2932488561574886.5,165445958232.52347,6.0442697463456044e-12,1.5704332615730688e-05,5.638054178711774e-07,93279.32761638524,0.0323949839135948,0.0323949839135948,-2.281466951829579e-13,-0.06762502108109913
434,4.339999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.15881402,8.491367559404685,2932801297921909.0,165445958143.03754,6.044269749614811e-12,1.570600741067203e-05,5.637452970246082e-07,93269.3808148676,0.0323978516859018,0.0323978516859018,-2.282143237709185e-13,-0.06763215364352959
435,4.349999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.151691895,8.491367556699846,2933113913016384.0,165445958053.55014,6.044269752884071e-12,1.5707681556270677e-05,5.63685212300813e-07,93259.4399897268,0.0324007182172998,0.0324007182172998,-2.2828195949024496e-13,-0.06763928381181472
436,4.359999999999985e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.144569494,8.4913675539949,2933426406834245.0,165445957964.0592,6.0442697561534615e-12,1.570935505239776e-05,5.636251636854158e-07,93249.50513858328,0.0324035835075559,0.0324035835075559,-2.283496023385421e-13,-0.06764641158433449
437,4.3699999999999844e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.13744696,8.491367551289905,2933738779351434.5,165445957874.56665,6.0442697594229115e-12,1.5711027898924435e-05,5.635651511640528e-07,93239.57625906167,0.0324064475564385,0.0324064475564385,-2.284172523134136e-13,-0.06765353695988097
438,4.3799999999999844e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.13032428,8.491367548584856,2934051030543903.0,165445957785.07224,6.0442697626924285e-12,1.5712700095721912e-05,5.635051747223715e-07,93229.65334878724,0.0324093103637154,0.0324093103637154,-2.284849094124618e-13,-0.0676606599368057
439,4.3899999999999843e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.12320138,8.491367545879724,2934363160387610.0,165445957695.57507,6.044269765962046e-12,1.5714371642661445e-05,5.634452343460309e-07,93219.73640538682,0.0324121719291545,0.0324121719291545,-2.2855257363328724e-13,-0.06766778051350286
440,4.3999999999999843e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.116078302,8.49136754317452,2934675168858524.5,165445957606.07568,6.044269769231744e-12,1.5716042539614345e-05,5.63385330020701e-07,93209.82542648983,0.032415032252524,0.032415032252524,-2.286202449734888e-13,-0.06767489868852294
441,4.409999999999984e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.10895505,8.491367540469257,2934987055932623.0,165445957516.57413,6.0442697725015215e-12,1.5717712786451955e-05,5.633254617320633e-07,93199.92040972742,0.0324178913335922,0.0324178913335922,-2.2868792343066427e-13,-0.06768201446043065
442,4.419999999999984e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.101831656,8.491367537763933,2935298821585891.5,165445957427.07077,6.044269775771366e-12,1.5719382383045678e-05,5.632656294658109e-07,93190.02135273274,0.0324207491721273,0.0324207491721273,-2.287556090024097e-13,-0.06768912782784753
443,4.429999999999984e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.09470807,8.49136753505854,2935610465794325.0,165445957337.56497,6.044269779041299e-12,1.5721051329266955e-05,5.632058332076482e-07,93180.12825314028,0.0324236057678976,0.0324236057678976,-2.2882330168632e-13,-0.06769623878903985
444,4.4399999999999846e-13,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358661.08758428,8.491367532353065,2935921988533926.5,165445957248.05655,6.0442697823113286e-12,1.5722719624987278e-05,5.631460729432913e-07,93170.24110858669,0.0324264611206716,0.0324264611206716,-2.2889100147998774e-13,-0.06770334734243022
